SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
BSELINFRA,EQ,4.3,4.3,4.05,4.2,4.2,4.2,53089,223217.15,28-JUN-2017,70,INE395A01016,
BSL,EQ,72.9,74.85,72.9,73.15,72.95,73,2343,172028.3,28-JUN-2017,26,INE594B01012,
BSLGOLDETF,EQ,2739,2739,2666,2666,2666,2691,7,18808,28-JUN-2017,4,INF209K01HT2,
BSLIMITED,EQ,1.65,1.65,1.55,1.65,1.6,1.65,445735,714168.95,28-JUN-2017,340,INE043K01029,
BSLNIFTY,EQ,100.25,100.25,100.25,100.25,100.25,102.99,2,200.5,28-JUN-2017,2,INF209K01IR4,
BURNPUR,EQ,8.8,9.1,8.5,8.65,8.7,8.85,572031,5069563.55,28-JUN-2017,730,INE817H01014,
BUTTERFLY,EQ,183,187.55,181.3,183.95,183.65,185.25,7311,1347285.95,28-JUN-2017,254,INE295F01017,
BVCL,BE,32,33.45,32,33.2,33.2,33.65,6108,199333.95,28-JUN-2017,20,INE139I01011,
BYKE,EQ,185,187.4,184.5,185.05,184.5,185.8,50803,9419712.45,28-JUN-2017,421,INE319B01014,
CADILAHC,EQ,526.4,532,522.1,527.7,528,526.6,541658,285714223.85,28-JUN-2017,12777,INE010B01027,
CAMLINFINE,EQ,90.7,92,85.35,86.2,85.85,89.6,461229,41117790.65,28-JUN-2017,4490,INE052I01032,
CANBK,EQ,318.4,328,317.1,326,327.4,323.8,3746081,1212070236.95,28-JUN-2017,28818,INE476A01014,
CANDC,BE,65.5,71.4,65.5,71.4,71.4,68,18728,1290963.7,28-JUN-2017,159,INE874H01015,
CANFINHOME,EQ,3035,3125,3000,3109.35,3121,3066.25,187811,578042840.5,28-JUN-2017,11898,INE477A01012,
CANTABIL,EQ,67.05,68.5,67.05,67.5,67.3,67.8,4882,329561.75,28-JUN-2017,30,INE068L01016,
CAPF,EQ,650,674,642.1,670.75,671,657,653341,432519790.2,28-JUN-2017,14951,INE688I01017,
CAPLIPOINT,EQ,563,566.95,550.05,553.25,552.95,563.35,45394,25341714.45,28-JUN-2017,3038,INE475E01026,
CAPTRUST,EQ,375,377.5,370,375.4,377.5,373.4,2046,766766.55,28-JUN-2017,71,INE707C01018,
CARBORUNIV,EQ,323.6,331,321.3,322.85,322,325.3,56194,18207175.95,28-JUN-2017,2487,INE120A01034,
CAREERP,EQ,98.7,104,98.7,102.4,103,99.35,11229,1151505.05,28-JUN-2017,367,INE521J01018,
CARERATING,EQ,1438,1473,1404.45,1422.2,1415,1438.05,22380,32184042.15,28-JUN-2017,3481,INE752H01013,
CASTEXTECH,EQ,7.1,8.2,6.5,7.8,8.15,7.2,3015092,22399796.4,28-JUN-2017,2773,INE068D01021,
CASTROLIND,EQ,406.95,407,402.5,403.55,403,406.35,590036,238613723.55,28-JUN-2017,8595,INE172A01027,
CCCL,EQ,5.25,5.4,5.15,5.15,5.15,5.4,300020,1556869.7,28-JUN-2017,170,INE429I01024,
CCHHL,EQ,13.3,14.5,13,13.85,13.9,12.65,1071704,14852353.55,28-JUN-2017,2662,INE652F01027,
CCL,EQ,285,293.9,281.15,287.65,287,282.55,56081,16127277.2,28-JUN-2017,3507,INE421D01022,
CEATLTD,EQ,1781,1820,1755.6,1809.8,1820,1781.65,807290,1446260248.7,28-JUN-2017,23005,INE482A01020,
CEBBCO,EQ,11,11.2,10.95,11.15,11.15,11.05,25921,287564.8,28-JUN-2017,96,INE209L01016,
CELEBRITY,EQ,14.9,14.9,13.75,14,14.2,14.4,49058,695867.45,28-JUN-2017,215,INE185H01016,
CELESTIAL,EQ,22.5,23,22.35,22.45,22.5,22.7,34752,783783.75,28-JUN-2017,194,INE221I01017,
CENTENKA,EQ,364,391.5,364,384.25,388.7,363.95,85831,32774149.8,28-JUN-2017,3509,INE485A01015,
CENTEXT,EQ,4.65,4.9,4.65,4.7,4.75,4.75,30006,141100.8,28-JUN-2017,61,INE281A01026,
CENTRALBK,EQ,88.5,88.9,87,87.4,87,88.85,754141,66142662.85,28-JUN-2017,2888,INE483A01010,
CENTUM,EQ,680.05,703,673,686.95,688,692.7,3148,2162600.95,28-JUN-2017,203,INE320B01020,
CENTURYPLY,EQ,289.5,302.5,289.5,300.85,301,290.9,150634,44815559.3,28-JUN-2017,3029,INE348B01021,
CENTURYTEX,EQ,1100,1117,1086.75,1104.45,1104,1102.9,723441,798204255.5,28-JUN-2017,14862,INE055A01016,
CERA,EQ,2869.65,2990,2815.05,2951.85,2951,2869.65,7599,21948984.1,28-JUN-2017,1410,INE739E01017,
CEREBRAINT,EQ,50,52,49.5,51,51.65,50.65,1203813,61319433.65,28-JUN-2017,2401,INE345B01019,
CESC,EQ,855,881,847.5,880,877.6,864.7,400190,346540704.4,28-JUN-2017,12008,INE486A01013,
CGCL,EQ,57.05,59,56.1,58,58.85,57.15,30579,1772095.9,28-JUN-2017,226,INE180C01026,
CGPOWER,EQ,78.65,80.55,78,80.25,80.2,80,1290396,102689132.1,28-JUN-2017,8411,INE067A01029,
CHAMBLFERT,EQ,111.5,118.95,110.25,117.9,118.75,113.35,966981,112315453.15,28-JUN-2017,12624,INE085A01013,
CHENNPETRO,EQ,353.7,353.7,346.55,348.2,348.5,350.8,186745,65238026.3,28-JUN-2017,4488,INE178A01016,
CHOLAFIN,EQ,1088,1093.65,1067,1083.4,1090,1079.35,89371,96323621.45,28-JUN-2017,3128,INE121A01016,
CHROMATIC,EQ,2,2.1,1.9,1.95,2,2,295474,589888.8,28-JUN-2017,176,INE662C01015,
CIGNITITEC,EQ,311,322,306.95,310.8,312.8,311.1,183638,57889961.95,28-JUN-2017,2698,INE675C01017,
CIMMCO,EQ,82.25,85,82.1,83.45,82.65,83.15,16394,1370365.3,28-JUN-2017,145,INE184C01028,
CINELINE,EQ,72.6,74.95,70.25,73.05,73,72.6,14563,1063157.95,28-JUN-2017,269,INE704H01022,
CINEVISTA,EQ,7.15,7.25,7.1,7.25,7.25,7.35,1350,9650,28-JUN-2017,4,INE039B01026,
CIPLA,EQ,535.4,538.65,531,536.85,536.65,534.65,601643,321950114.45,28-JUN-2017,21918,INE059A01026,
CLEDUCATE,EQ,421.25,426,421.25,424.9,424.6,424.75,17303,7351512.25,28-JUN-2017,265,INE201M01011,
CLNINDIA,EQ,622.05,625.1,621.25,621.95,621.7,624.7,7918,4935781.05,28-JUN-2017,427,INE492A01029,
CMICABLES,EQ,215,217.9,212.1,216.2,216,211.6,98262,21071830.75,28-JUN-2017,1254,INE981B01011,
CNOVAPETRO,EQ,24.2,24.4,22.5,23.2,23.4,24.75,1713,40631.85,28-JUN-2017,26,INE672K01025,
COALINDIA,EQ,246,247.2,244.55,245.75,246,244.35,3526585,866748551.75,28-JUN-2017,30476,INE522F01014,
COFFEEDAY,EQ,242,244,240.95,242.1,242,240.95,14875,3602082.6,28-JUN-2017,655,INE335K01011,
COLPAL,EQ,1097.45,1097.45,1071,1088.45,1087,1093.8,433219,469913163.15,28-JUN-2017,18370,INE259A01022,
COMPINFO,EQ,23,23,21.8,22.35,22.25,22.35,82843,1851768.5,28-JUN-2017,80,INE070C01037,
COMPUSOFT,EQ,11.2,11.2,10.6,11,11,11.1,67621,736320.9,28-JUN-2017,175,INE453B01029,
CONCOR,EQ,1135.75,1184,1128.1,1132.1,1132,1133.85,300686,346134472.1,28-JUN-2017,20758,INE111A01017,
CONSOFINVT,EQ,71.75,71.75,68,69.05,68.15,69.4,11484,791018.3,28-JUN-2017,186,INE025A01027,
CONTROLPR,EQ,339.9,344.9,318.75,337.85,335,337.45,23916,7955214.9,28-JUN-2017,808,INE663B01015,
CORALFINAC,BE,207.05,207.05,207.05,207.05,207.05,207.05,5,1035.25,28-JUN-2017,1,INE558D01013,
CORDSCABLE,EQ,106.2,116.7,105.8,113.65,116,107.2,117149,13217954.25,28-JUN-2017,1314,INE792I01017,
COROMANDEL,EQ,415,421.4,405.4,410.05,408.3,415.55,173919,71693809.7,28-JUN-2017,6017,INE169A01031,
CORPBANK,EQ,50.45,51.9,49.4,50.65,50.6,50.45,292134,14767423.9,28-JUN-2017,1901,INE112A01023,
COSMOFILMS,EQ,411.7,412,405,406.05,405,409.75,14983,6099619.25,28-JUN-2017,640,INE757A01017,
COUNCODOS,EQ,3.15,3.3,3.15,3.3,3.3,3.1,4140,13112.8,28-JUN-2017,18,INE695B01025,
COX&KINGS,EQ,286.85,289.1,278,281.45,279.95,286.1,490872,139791746.5,28-JUN-2017,10755,INE008I01026,
CPSEETF,EQ,26,26.4,26,26.11,26.13,26.21,1055368,27615045.95,28-JUN-2017,1429,INF457M01133,
CREATIVE,SM,140,140.5,117.8,117.8,117.8,124.95,9600,1255920,28-JUN-2017,6,INE985W01018,
CREATIVEYE,EQ,3.45,3.45,3.45,3.45,3.45,3.55,10,34.5,28-JUN-2017,1,INE230B01021,
CREST,EQ,154.9,160,153.1,156.1,157,154.75,3609,560271.05,28-JUN-2017,80,INE559D01011,
CRISIL,EQ,1918,1934.95,1916.55,1926.2,1927,1920.75,6272,12061199.75,28-JUN-2017,706,INE007A01025,
CROMPTON,EQ,222,222.2,216.5,220,220,220.35,950954,209049928.2,28-JUN-2017,7824,INE299U01018,
CROWN,SM,103.05,103.05,103,103,103,107.75,2000,206050,28-JUN-2017,2,INE491V01019,
CTE,EQ,93,93,89.45,89.85,89.7,91.25,4825,435517.4,28-JUN-2017,73,INE627H01017,
CUB,EQ,180.85,181.5,176.75,177.5,178,178.85,170682,30345413.85,28-JUN-2017,2257,INE491A01021,
CUBEXTUB,BE,16,17.6,16,17.6,17.6,16.8,16640,275826.55,28-JUN-2017,48,INE144D01012,
CUMMINSIND,EQ,901.2,916,901.2,912.65,910.15,910.1,177886,161974034.8,28-JUN-2017,7396,INE298A01020,
CUPID,EQ,278.05,279.95,271,276.2,277,278.5,13223,3642883.95,28-JUN-2017,446,INE509F01011,
CYBERTECH,EQ,62,62.1,58.55,60.55,61.8,60.75,13109,798079.2,28-JUN-2017,131,INE214A01019,
CYIENT,EQ,510,515,507.15,510.2,509.1,509.3,16100,8222046.7,28-JUN-2017,1885,INE136B01020,
DAAWAT,EQ,68.25,68.6,66.1,67,66.9,68.6,343006,23171298.25,28-JUN-2017,3433,INE818H01020,
DABUR,EQ,289.75,291.95,286.8,289.9,290,290,3270135,946739582.2,28-JUN-2017,23130,INE016A01026,
DALMIABHA,EQ,2380,2441.35,2350.95,2429.5,2435,2378.7,89307,213757663.4,28-JUN-2017,5118,INE439L01019,
DALMIASUG,EQ,122.1,126,120.55,124.7,125,122.1,67596,8402141.9,28-JUN-2017,904,INE495A01022,
DAMODARIND,EQ,82,84.25,81.4,83.35,83.45,82.1,3736,311541.4,28-JUN-2017,63,INE497D01014,
DATAMATICS,EQ,100.4,105,100.4,102.15,102.9,101,105389,10841045.5,28-JUN-2017,2203,INE365B01017,
DBCORP,EQ,376,377.95,367.55,376.1,373.35,377.6,17740,6631287.85,28-JUN-2017,980,INE950I01011,
DBL,EQ,412.8,429.05,407.25,421.75,424,409.9,893308,377169196.7,28-JUN-2017,6120,INE917M01012,
DBREALTY,EQ,39.2,40,38.7,39.4,39.3,39.55,235682,9293954.15,28-JUN-2017,1357,INE879I01012,
DBSTOCKBRO,EQ,8.6,8.75,8.6,8.75,8.75,8.75,705,6093,28-JUN-2017,10,INE921B01025,
DCBBANK,EQ,191,197.55,189.15,196.75,196.5,193.85,1714208,332985971.45,28-JUN-2017,13594,INE503A01015,
DCM,EQ,117.35,119.75,115.35,116.3,116,118.15,31279,3679588.75,28-JUN-2017,346,INE498A01018,
DCMSHRIRAM,EQ,340.1,345.75,334,338,337.05,342.65,48943,16668941.35,28-JUN-2017,2406,INE499A01024,
DCW,EQ,32.75,33.75,32.7,33,33,33.3,526498,17488331.25,28-JUN-2017,936,INE500A01029,
DECCANCE,EQ,1079,1090.95,1063.1,1081.4,1080,1073.35,3277,3538593.55,28-JUN-2017,649,INE583C01013,
DEEPAKFERT,EQ,268.75,272.5,266.2,269.65,269.1,268.85,87754,23702185.05,28-JUN-2017,3203,INE501A01019,
DEEPAKNTR,EQ,154.05,159.95,151.65,158.4,157.05,156.45,54401,8564922.4,28-JUN-2017,1107,INE288B01029,
DEEPIND,EQ,272.05,281.35,272.05,278.55,278.8,272.85,98342,27271137.35,28-JUN-2017,1280,INE677H01012,
DELTACORP,EQ,150.9,156.4,149.05,154.7,154.85,150.6,3073387,468982861.8,28-JUN-2017,19163,INE124G01033,
DELTAMAGNT,BE,43.95,43.95,43.95,43.95,43.95,46.25,10,439.5,28-JUN-2017,1,INE393A01011,
DEN,EQ,78.25,79,76.35,78.4,77.5,77.95,196837,15394577.85,28-JUN-2017,1491,INE947J01015,
DENABANK,EQ,33.15,34.05,33.1,33.3,33.25,33.5,752263,25169523.5,28-JUN-2017,2529,INE077A01010,
DENORA,EQ,244.8,254.5,243.5,253.8,254.2,247.65,2709,675468.15,28-JUN-2017,292,INE244A01016,
DEVIT,SM,52.1,53.5,52.1,53.5,53.5,54.9,9000,477150,28-JUN-2017,3,INE060X01018,
DFMFOODS,EQ,1400,1434.95,1361.2,1422.15,1426,1389.1,17939,25364144,28-JUN-2017,1366,INE456C01012,
DHAMPURSUG,EQ,181,189.7,180,188.05,188,180.75,501194,93283894.9,28-JUN-2017,8399,INE041A01016,
DHANBANK,EQ,37,38.1,36.3,37.15,36.95,37.05,907705,33882063.2,28-JUN-2017,2060,INE680A01011,
DHANUKA,EQ,856,874.9,840,847.35,843.15,873.45,25775,21975073.1,28-JUN-2017,1319,INE435G01025,
DHARSUGAR,EQ,25.6,26.75,25.5,25.95,26.15,26,18667,487827.1,28-JUN-2017,150,INE988C01014,
DHFL,EQ,423.5,435,417.85,427.85,428,426.5,1953283,835465707.9,28-JUN-2017,20884,INE202B01012,
DHFL,N6,1040,1049,1040,1040.11,1040.11,1045.84,238,249064.42,28-JUN-2017,7,INE202B07HP2,
DHFL,N8,1090,1090,1090,1090,1090,1079,100,109000,28-JUN-2017,1,INE202B07HR8,
DHFL,NC,1097,1097,1095.5,1095.5,1095.5,1096.5,1143,1252795,28-JUN-2017,10,INE202B07HV0,
DHFL,NH,1166,1166,1080,1080,1080,1165,20,22460,28-JUN-2017,2,INE202B07IB0,
DHFL,NN,1036.2,1036.2,1036.2,1036.2,1036.2,1073,80,82896,28-JUN-2017,1,INE202B07IM7,
DHFL,NP,1089.15,1090,1084.06,1087,1087,1084.2,2319,2516636.9,28-JUN-2017,12,INE202B07IO3,
DHUNINV,EQ,352,357.95,330.4,351.15,350,334.75,5379,1864434.05,28-JUN-2017,279,INE320L01011,
DIAPOWER,EQ,27.2,28,26.25,27.35,27.5,27.45,74676,2052276.25,28-JUN-2017,535,INE989C01012,
DICIND,EQ,528.1,539,524,535.15,538.9,536.55,12550,6646409.15,28-JUN-2017,363,INE303A01010,
DIGJAMLTD,EQ,13.3,13.3,12.85,12.9,13,13.2,310786,4062393.1,28-JUN-2017,588,INE731U01010,
DISHTV,EQ,75.1,76.85,74.7,75.45,75.55,74.65,5001919,377923001.8,28-JUN-2017,24932,INE836F01026,
DIVISLAB,EQ,641.5,645,637.25,641,640.05,641.8,409519,262509208.7,28-JUN-2017,10539,INE361B01024,
DLF,EQ,185.4,193,183.5,190.75,192.6,187.5,10683977,2013765370.1,28-JUN-2017,45910,INE271C01023,
DLINKINDIA,EQ,97.7,98.25,96,96.9,96.75,96.6,119819,11587388.8,28-JUN-2017,2319,INE250K01012,
DMART,EQ,802.4,822.9,797,818.05,820.65,804.6,842867,684763672.3,28-JUN-2017,23696,INE192R01011,
DOLLAR,EQ,2020,2100,1990.5,2088.75,2072,2034.75,9436,19399273.2,28-JUN-2017,1769,INE325C01027,
DOLPHINOFF,EQ,93.05,96,92.05,92.65,92.15,93.9,83405,7808060.55,28-JUN-2017,1542,INE920A01011,
DONEAR,EQ,69,70,67.1,68.25,67.6,69.75,146314,9964518.2,28-JUN-2017,482,INE668D01028,
DPL,EQ,80.8,83.9,78.5,82.6,81.5,81.5,12351,1004056.35,28-JUN-2017,197,INE477B01010,
DPSCLTD,EQ,37.25,37.75,36.9,37.35,37.5,37.1,23023,859698.4,28-JUN-2017,44,INE360C01024,
DQE,EQ,13.65,14.45,13.65,13.95,14,13.65,13176,183269.7,28-JUN-2017,72,INE656K01010,
DREDGECORP,EQ,604.2,630.4,596,624,627.3,609.05,290939,179612327.05,28-JUN-2017,9879,INE506A01018,
DRL,SM,39.9,39.9,39.9,39.9,39.9,39,3000,119700,28-JUN-2017,1,INE704V01015,
DRREDDY,EQ,2631,2664.7,2625.15,2651.75,2648,2653.1,191968,508051841.4,28-JUN-2017,20324,INE089A01023,
DSKULKARNI,BE,28.5,28.5,28.25,28.25,28.25,29.7,3936,111192.25,28-JUN-2017,39,INE891A01014,
DSSL,EQ,19.95,20.75,19.75,19.75,19.75,20.75,735,14857.25,28-JUN-2017,11,INE417B01040,
DTIL,EQ,299.25,302.3,293,301.8,302.05,296.5,1873,562508.5,28-JUN-2017,77,INE341R01014,
DUCON,EQ,35.95,35.95,35.95,35.95,35.95,34.25,25289,909139.55,28-JUN-2017,58,INE741L01018,
DWARKESH,EQ,411,424.25,405.3,418.85,418.1,412.45,143631,60108049.65,28-JUN-2017,3741,INE366A01033,
DYNAMATECH,EQ,2400.05,2504.95,2326.05,2474.4,2465,2362.45,2218,5402492.7,28-JUN-2017,362,INE221B01012,
EASTSILK,EQ,2.85,3.05,2.85,2.95,2.95,2.95,99318,299782.2,28-JUN-2017,65,INE962C01027,
EASUNREYRL,EQ,27.85,28.25,26.75,27,26.75,27.1,4575,124970.2,28-JUN-2017,61,INE268C01029,
ECEIND,EQ,237.05,238.05,230,234.55,235,230.1,1666,386993.3,28-JUN-2017,43,INE588B01014,
ECLERX,EQ,1320,1320,1295,1301.05,1298,1317.65,5665,7406956.65,28-JUN-2017,755,INE738I01010,
ECLFINANCE,N3,1045,1045,1045,1045,1045,1043.99,72,75240,28-JUN-2017,3,INE804I07SI2,
EDELWEISS,EQ,185.95,192,181.1,188.85,189.15,185.95,1787762,336446785.05,28-JUN-2017,21642,INE532F01054,
EDL,EQ,42.25,42.85,41.8,42.25,42.45,42.2,14622,619025.95,28-JUN-2017,326,INE180G01019,
EDUCOMP,EQ,8.15,8.35,8,8.05,8.05,8.15,238687,1932513.8,28-JUN-2017,389,INE216H01027,
EHFLNCD,N2,1075.41,1075.41,1075.41,1075.41,1075.41,1070.4,5,5377.05,28-JUN-2017,1,INE530L07186,
EHFLNCD,N5,1067.99,1067.99,1067.99,1067.99,1067.99,1060,15,16019.85,28-JUN-2017,1,INE530L07210,
EHFLNCD,N6,1140,1149,1140,1149,1149,1141.24,276,315877.5,28-JUN-2017,8,INE530L07228,
EICHERMOT,EQ,26699.95,27310,26400,27224.85,27141,26661.05,43231,1166603838.9,28-JUN-2017,15615,INE066A01013,
EIDPARRY,EQ,296,303,294,296.55,296.7,297.8,186861,55845664.6,28-JUN-2017,2625,INE126A01031,
EIFFL,SM,104.75,105,104.75,104.9,104.8,104.65,9600,1006400,28-JUN-2017,6,INE546V01010,
EIHAHOTELS,EQ,357.1,357.1,343.25,353.1,356,343.35,1920,680993.75,28-JUN-2017,35,INE276C01014,
EIHOTEL,EQ,136.5,137.8,133.6,136.85,137,136.95,64648,8838878.05,28-JUN-2017,467,INE230A01023,
EIMCOELECO,EQ,596.1,614.95,580.65,587.25,581,599.7,3698,2192461.65,28-JUN-2017,223,INE158B01016,
EKC,EQ,32.5,33.5,32.3,32.65,32.65,32.55,83120,2731361.9,28-JUN-2017,552,INE184H01027,
ELAND,EQ,21,22.95,20.65,22,22.15,21.45,40983,897232.15,28-JUN-2017,247,INE311H01018,
ELECON,EQ,56.1,56.65,55.1,56.05,56.1,56.1,81139,4552380.65,28-JUN-2017,995,INE205B01023,
ELECTCAST,EQ,29.1,29.55,28.7,29.15,29.05,29.25,383722,11176194.05,28-JUN-2017,1088,INE086A01029,
ELECTHERM,BE,234.2,249.9,232,238.55,235.5,238.65,1854,445489.3,28-JUN-2017,38,INE822G01016,
ELGIEQUIP,EQ,237.65,240.45,234,235.65,234,237.7,51214,12140951.5,28-JUN-2017,485,INE285A01027,
ELGIRUBCO,EQ,44.25,45,43.6,44.65,45,44.4,26705,1183169.7,28-JUN-2017,150,INE819L01012,
EMAMIINFRA,EQ,134.15,140.15,131,140.15,140.15,133.5,188606,26232476.3,28-JUN-2017,941,INE778K01012,
EMAMILTD,EQ,1070,1075.4,1055,1060.3,1063,1073.85,91430,97504830.75,28-JUN-2017,5324,INE548C01032,
EMCO,EQ,23.55,23.7,23.05,23.2,23.3,23.65,85543,1998659.8,28-JUN-2017,352,INE078A01026,
EMKAY,BE,145.35,154,145.35,153.45,154,151.45,30391,4619602.35,28-JUN-2017,195,INE296H01011,
EMMBI,EQ,186.05,186.25,180.5,183.35,186,186.2,10721,1971703.05,28-JUN-2017,680,INE753K01015,
ENDURANCE,EQ,885,895.6,871.35,887.05,887.3,889.85,100918,89369536.65,28-JUN-2017,7219,INE913H01037,
ENERGYDEV,EQ,30.9,30.9,28.85,29.15,29.1,30.35,255807,7421046.6,28-JUN-2017,689,INE306C01019,
ENGINERSIN,EQ,153.75,154.4,152.55,153.15,153,154.35,2068662,317453467.75,28-JUN-2017,14355,INE510A01028,
ENIL,EQ,890.5,915,872.05,906.5,909.1,887.7,7620,6804754.6,28-JUN-2017,535,INE265F01028,
EON,BE,77.7,77.7,74.05,75.3,76.25,75.5,9228,696096.3,28-JUN-2017,86,INE076H01025,
EQUITAS,EQ,151.4,151.6,147.65,149.1,148.9,150.95,1085772,162149528.45,28-JUN-2017,9477,INE988K01017,
EROSMEDIA,EQ,214.05,220.25,211.75,215.3,215.45,215.4,485646,105415640.85,28-JUN-2017,7817,INE416L01017,
ESABINDIA,EQ,610.6,614.95,604.45,611.6,608.05,606.2,3379,2061326.1,28-JUN-2017,50,INE284A01012,
ESCORTS,EQ,644.9,658.8,635,654.55,655.3,650.7,1791112,1162321543.3,28-JUN-2017,32893,INE042A01014,
ESL,EQ,4.15,4.35,4.1,4.3,4.3,4.1,1632273,6923365.45,28-JUN-2017,641,INE481K01013,
ESSARSHPNG,EQ,29.2,29.65,28.8,29,29,29.35,71403,2080123.1,28-JUN-2017,236,INE122M01019,
ESSDEE,EQ,41,42.5,41,41.55,41.9,41.85,10673,446844.05,28-JUN-2017,97,INE825H01017,
ESSELPACK,EQ,240,244.7,240,241.95,240.3,238.7,11558,2793691.25,28-JUN-2017,489,INE255A01020,
ESTER,EQ,37.4,37.9,36.35,37,36.95,36.2,19966,734061.4,28-JUN-2017,208,INE778B01029,
EUROCERA,BE,8.55,9.15,8.45,8.6,8.65,8.85,11915,102364,28-JUN-2017,20,INE649H01011,
EUROMULTI,BE,3.3,3.45,3.3,3.45,3.45,3.3,36478,124013.1,28-JUN-2017,46,INE063J01011,
EUROTEXIND,EQ,42.1,43.65,39.3,41,41,41.2,812,33118.65,28-JUN-2017,38,INE022C01012,
EVEREADY,EQ,342.2,348.25,334.2,345.95,344.1,339.9,109142,37252846.65,28-JUN-2017,1983,INE128A01029,
EVERESTIND,EQ,350.5,359.8,342.35,344.3,346.4,351.65,104294,36560423.2,28-JUN-2017,2567,INE295A01018,
EXCEL,EQ,55,56,50.15,51.4,50.5,53.75,475784,25376330,28-JUN-2017,3503,INE688J01015,
EXCELCROP,EQ,1752.4,1810,1735,1773.4,1782,1728.75,886,1579201.2,28-JUN-2017,185,INE223G01017,
EXCELINDUS,EQ,352.95,352.95,341.15,347.4,348,349.15,4353,1515660.05,28-JUN-2017,157,INE369A01029,
EXIDEIND,EQ,211,217.65,208.75,216.8,217.65,212.75,1824125,389993884.35,28-JUN-2017,22500,INE302A01020,
FACT,BE,41.5,41.9,40.55,40.8,40.6,41.15,17491,720792.9,28-JUN-2017,138,INE188A01015,
FAGBEARING,EQ,4507.9,4543.95,4483.1,4499.65,4500,4507.9,2755,12435582.9,28-JUN-2017,272,INE513A01014,
FAIRCHEM,EQ,486,494.9,446.6,471.3,475,484.15,3181,1513497,28-JUN-2017,183,INE959A01019,
FCL,EQ,30.5,31.2,30.2,30.85,31,30.4,68376,2101778.95,28-JUN-2017,395,INE045J01026,
FCONSUMER,EQ,30.7,30.95,30,30.3,30.05,30.75,1227153,37381118.6,28-JUN-2017,2825,INE220J01025,
FCSSOFT,EQ,0.25,0.25,0.2,0.25,0.25,0.2,259393,58205.75,28-JUN-2017,80,INE512B01022,
FDC,EQ,183.6,183.6,180,181.25,180.55,184.1,14464,2628357.8,28-JUN-2017,429,INE258B01022,
FEDDERELEC,EQ,69.3,69.55,68.45,68.8,68.55,69.3,30147,2074016,28-JUN-2017,404,INE249C01011,
FEDERALBNK,EQ,112.5,113.4,111.05,111.95,111.8,112.6,11606357,1301177854.4,28-JUN-2017,32301,INE171A01029,
FEL,EQ,31.15,33,31,31.95,32,31.4,645163,20815968.9,28-JUN-2017,2089,INE623B01027,
FELDVR,EQ,28.1,29,28.05,28.25,28.15,28.2,7948,226279.95,28-JUN-2017,76,IN9623B01058,
FIEMIND,EQ,884.2,884.25,874,876.55,875.1,880.15,13037,11453903.45,28-JUN-2017,805,INE737H01014,
FILATEX,EQ,140.5,143.45,138.1,139.1,138.25,141.95,123917,17310407,28-JUN-2017,587,INE816B01019,
FINCABLES,EQ,474.05,478.45,465.05,467.5,465.55,476.85,67490,31713726.45,28-JUN-2017,2802,INE235A01022,
FINPIPE,EQ,603.7,609,601.05,601.95,601.7,601.4,32532,19638505.15,28-JUN-2017,911,INE183A01016,
FLEXITUFF,EQ,117.25,119,117.1,118.4,118.2,119.2,2091,247554.3,28-JUN-2017,1048,INE060J01017,
FLFL,EQ,296,309.45,295.95,304.2,301,299.9,79973,24327620.55,28-JUN-2017,2953,INE452O01016,
FMGOETZE,EQ,551,567.95,543.3,553.9,550,556,4825,2683256.8,28-JUN-2017,709,INE529A01010,
FMNL,EQ,70,71.95,68.5,70.75,70.75,69.5,23340,1644571.3,28-JUN-2017,129,INE360L01017,
FORTIS,EQ,166.65,171.85,165.5,167,167.45,165.25,9996688,1687072869.9,28-JUN-2017,45395,INE061F01013,
FORTIS,IL,168.5,170,168.5,169,0.0,108,3188905,538924945,28-JUN-2017,31,INE061F01013,
FOSECOIND,EQ,1356,1376.9,1356,1356.8,1356,1356.1,201,272945.9,28-JUN-2017,54,INE519A01011,
FOURTHDIM,SM,53.1,67.2,53,66.15,67.2,56,224000,14434100,28-JUN-2017,72,INE382T01014,
FRETAIL,EQ,356,388.95,350,363.95,365.8,354.95,691504,257478994.8,28-JUN-2017,23786,INE752P01024,
FSL,EQ,31.6,32.65,31.5,32.05,32.25,31.75,1132131,36217091.75,28-JUN-2017,2966,INE684F01012,
GABRIEL,EQ,148.05,150,146.15,146.65,146.4,149.9,80819,11940525.75,28-JUN-2017,1295,INE524A01029,
GAEL,EQ,124.05,125.8,122,122.7,123,125.2,46191,5723910.1,28-JUN-2017,799,INE036B01022,
GAIL,EQ,362.4,367.5,355.1,356.05,355.8,359.7,3167738,1142051460.75,28-JUN-2017,44900,INE129A01019,
GAL,EQ,6.75,7.4,6.65,6.85,6.85,6.8,204185,1440817.95,28-JUN-2017,226,INE482J01021,
GALLANTT,EQ,40,40.75,39.4,40.35,40.15,40.35,63358,2575354.4,28-JUN-2017,127,INE297H01019,
GALLISPAT,EQ,204.35,210,202.3,207.55,210,202.15,3284,677873.6,28-JUN-2017,93,INE528K01011,
GAMMNINFRA,EQ,4.05,4.15,3.9,3.95,3.95,4,599037,2407142.3,28-JUN-2017,391,INE181G01025,
